product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6
syringe for et tube (20ml),anaesthesia drugs,0,0,0,polypropylene,2022,0.0122,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0122,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00077,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00052,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00077,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.004047,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
endotracheal tube,anaesthesia drugs,0,0,0,pvc,2022,0.021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.021,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.004,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
ribbon tie,anaesthesia drugs,0,0,0,cotton,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
throat pack,anaesthesia drugs,0,0,0,cotton,2022,0.015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
boogie (reusable),anaesthesia drugs,0,0,0,polypropylene,2022,0.008,10,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,injection moulding,2022,0.008,10,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,10,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"boogie (frova disposable, cook)",anaesthesia drugs,0,0,0,polypropylene,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.008,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
sagetech medical gas absorber,anaesthesia drugs,0,0,0,hdpe,2022,3.0,1000,0,shanghai (china),shanghai (china),felixstowe,0,1,0,0,steel production,2022,2.0,1000,0,shanghai (china),shanghai (china),felixstowe,0,1,0,0,injection moulding,2022,3.0,1000,0,shanghai (china),0,0,0,1,0,0,working with steel,2022,2.0,1000,0,shanghai (china),0,0,0,1,0,0,electronics,2022,0.5,1000,0,shanghai (china),shanghai (china),felixstowe,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
guedel airway,anaesthesia drugs,0,0,0,hdpe,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
laryngoscope,anaesthesia drugs,0,0,0,steel,2022,0.284,200,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,working with steel,2022,0.284,200,0,shanghai (china),0,0,0,0,0,0,electronics,2022,0.02,200,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,li ion battery,2022,0.142,1000,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
airway trolley scissors,anaesthesia drugs,0,0,0,steel,2022,0.012,7,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.012,7,0,shanghai (china),0,0,0,0,0,0,polypropylene,2022,0.005,7,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,7,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0
micropore tape,anaesthesia drugs,0,0,0,viscose,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
lubricant gel,anaesthesia drugs,0,0,0,glyceryn,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
green swab,anaesthesia drugs,0,0,0,cotton,2022,0.03,5,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
depth of anaesthesia electrode,anaesthesia drugs,0,0,0,foam,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
eye ointment,anaesthesia drugs,0,0,0,parafin oil,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
yanker sucker,anaesthesia drugs,0,0,0,ldpe,2022,0.018,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.018,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.0032,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0032,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.0014,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0
grey cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0
orange cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0
green cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0
pink cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0
blue cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0
chlorhexidine wipe,anaesthesia drugs,0,0,0,polyester,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,chlorhexidine 0.5%,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
torniquet,anaesthesia drugs,0,0,0,silicone,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
mefix for cannula,anaesthesia drugs,0,0,0,polyester,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cannula tegaderm,anaesthesia drugs,0,0,0,polyurethane,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,paper,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
iv giving set with 3 way tap,anaesthesia drugs,0,0,0,pvc,2022,0.049,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.049,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
aterial cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0
arterial line tubing,anaesthesia drugs,0,0,0,pvc,2022,0.087,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.087,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
saline (500ml) for art line,anaesthesia drugs,0,0,0,pvc,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
tegaderm for art line,anaesthesia drugs,0,0,0,polyurethane,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,paper,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
lignocaine 1% (5ml),anaesthesia drugs,0,0,0,lignocaine,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0075,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.0025649999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
orange needle,anaesthesia drugs,0,0,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00123,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0001,1,0,shanghai (china),0,0,0,0,0,0
2ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
pressure bag,anaesthesia drugs,0,0,0,pvc,2022,0.09,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyester,2022,0.013,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.09,1000,0,shanghai (china),0,0,0,0,1,0,weaving polyester,2022,0.013,1000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
10ml saline line prime,anaesthesia drugs,0,0,0,ldpe,2022,0.0036,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
10ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
iv saline (1l),anaesthesia drugs,0,0,0,pvc,2022,0.082,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.082,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
iv saline (500ml),anaesthesia drugs,0,0,0,pvc,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
hartmanns (1l),anaesthesia drugs,0,0,0,pvc,2022,0.082,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.082,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
hartmanns (500ml),anaesthesia drugs,0,0,0,pvc,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
saline flush for iv drugs (10ml),anaesthesia drugs,0,0,0,ldpe,2022,0.0036,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
saline syringe (10ml),anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
saline label,anaesthesia drugs,0,0,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
paracetamol (500mg) po,anaesthesia drugs,0,0,0,paracetamol highint,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
paracetamol (1g) iv,anaesthesia drugs,0,0,0,paracetamol highint,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
red needle for iv paracetamol,anaesthesia drugs,0,0,0,ldpe,2022,0.0016,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,1,0,shanghai (china),0,0,0,0,0,0
pregabalin (50mg) po,anaesthesia drugs,0,0,0,pregabalin highint,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
codeine (30mg) po,anaesthesia drugs,0,0,0,codeine,2022,3e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
omeprazole po,anaesthesia drugs,0,0,0,omeprazole highint,2022,2e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cyclizine (50mg/ml),anaesthesia drugs,0,0,0,cyclizine highint,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
red drawing up needle (cyclizine),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,1,0,shanghai (china),0,0,0,0,0,0
2ml syringe for neat (cyclizine),anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
"dexamethasone (3.3mg/ml, 2ml)",anaesthesia drugs,0,0,0,dexamethasone highint,2022,3.2999999999999997e-06,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
