product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6,manufacture_emissions,transport_emissions,use_emissions,reprocessing_emissions,disposal_emissions,total_emissions
facemask,anaesthesia drugs,0,0,0,pvc,2022,0.044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.044,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.2061922,0.017723662003541998,0.0,0.0,0.06335063507077435,0.28726649707431634
gas hosing,anaesthesia drugs,0,0,0,ldpe,2022,0.39,10,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.39,10,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.02,10,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.02,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.22839649999999997,0.015797177003157,0.0,0.0,0.12332671638634471,0.3675203933895017
capnography hosing,anaesthesia drugs,0,0,0,pvc,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.1,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.495593,0.04238267000847,0.0,0.0,0.14397871606994173,0.6819543860784117
filter and catheter mount,anaesthesia drugs,0,0,0,ldpe,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.26302620000000004,0.020806038004158,0.0,0.0,0.15811117485428813,0.4419434128584462
laryngeal mask airway second gen (proseal),anaesthesia drugs,0,0,0,silicone,2022,0.054,40,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,blow moulding,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.007,1,1,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.03888578,0.004758417950950951,0.0,0.29442548825901266,0.014282033838467944,0.3523517200484315
laryngeal mask airway,anaesthesia drugs,0,0,0,silicone,2022,0.054,40,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,blow moulding,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.007,1,1,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.03888578,0.004758417950950951,0.0,0.29442548825901266,0.014282033838467944,0.3523517200484315
paper bag for lma (proseal) to hsdu,anaesthesia drugs,0,0,0,paper,2022,0.006,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0120768,0.0023117820004620003,0.0,0.0,0.0001276799999999998,0.014516262000462
lma kidney dish (pulp),anaesthesia drugs,0,0,0,pulp,2022,0.24,1,1,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.072,1,1,shanghai (china),shanghai (china),felixstowe,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6036888,0.120212664024024,0.0,0.0,0.0,0.723901464024024
syringe for lma (50ml),anaesthesia drugs,0,0,0,polypropylene,2022,0.0318,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0318,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0024,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00099,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0024,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.17913553200000001,0.013558601432709629,0.0,0.0,0.10055870720732724,0.29325284064003687
syringe for et tube (20ml),anaesthesia drugs,0,0,0,polypropylene,2022,0.0122,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0122,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00077,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00052,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00077,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.004047,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0760921373,0.0067569534903503484,0.0,0.0,0.038579126664446295,0.12142821745479665
endotracheal tube,anaesthesia drugs,0,0,0,pvc,2022,0.021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.021,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.004,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.1116312,0.010403019002079,0.0,0.0,0.030235530374687757,0.15226974937676677
ribbon tie,anaesthesia drugs,0,0,0,cotton,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.05806,0.001926485000385,0.0,0.0,0.00010639999999999955,0.060092885000385
throat pack,anaesthesia drugs,0,0,0,cotton,2022,0.015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.17418,0.005779455001155,0.0,0.0,0.00031919999999999865,0.180278655001155
boogie (reusable),anaesthesia drugs,0,0,0,polypropylene,2022,0.008,10,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,injection moulding,2022,0.008,10,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,10,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.02388819,0.0024273711004851,0.0,0.14721274412950633,0.0025297787976686094,0.17605808402766004
"boogie (frova disposable, cook)",anaesthesia drugs,0,0,0,polypropylene,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.008,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0763689,0.006935346001386001,0.0,0.0,0.025297787976686092,0.1086020339780721
sagetech medical gas absorber,anaesthesia drugs,0,0,0,hdpe,2022,3.0,1000,0,shanghai (china),shanghai (china),felixstowe,0,1,0,0,steel production,2022,2.0,1000,0,shanghai (china),shanghai (china),felixstowe,0,1,0,0,injection moulding,2022,3.0,1000,0,shanghai (china),0,0,0,1,0,0,working with steel,2022,2.0,1000,0,shanghai (china),0,0,0,1,0,0,electronics,2022,0.5,1000,0,shanghai (china),shanghai (china),felixstowe,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.649617,0.0021191335004235,0.0,0.0,0.00022344000000000002,0.6519595735004234
guedel airway,anaesthesia drugs,0,0,0,hdpe,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.06158190000000001,0.005008861001001,0.0,0.0,0.0411089054621149,0.1076996664631159
laryngoscope,anaesthesia drugs,0,0,0,steel,2022,0.284,200,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,working with steel,2022,0.284,200,0,shanghai (china),0,0,0,0,0,0,electronics,2022,0.02,200,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),0,1,0,li ion battery,2022,0.142,1000,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0125),1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.130947532,0.0006403636141279739,0.0,0.14721274412950633,3.0217599999999997e-05,0.27883085734363433
airway trolley scissors,anaesthesia drugs,0,0,0,steel,2022,0.012,7,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.012,7,0,shanghai (china),0,0,0,0,0,0,polypropylene,2022,0.005,7,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,7,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.02426367142857143,0.002476909286209286,0.0,0.0,3.648e-05,0.026777060714780712
micropore tape,anaesthesia drugs,0,0,0,viscose,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0023706499999999998,0.00038529700007700003,0.0,0.0,0.0011948738925895088,0.003950820892666509
lubricant gel,anaesthesia drugs,0,0,0,glyceryn,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0147309,0.001926485000385,0.0,0.0,0.0,0.016657385000385
green swab,anaesthesia drugs,0,0,0,cotton,2022,0.03,5,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.069672,0.002311782000462,0.0,0.0,0.0001276799999999998,0.072111462000462
depth of anaesthesia electrode,anaesthesia drugs,0,0,0,foam,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0378779,0.0023117820004620003,0.0,0.0,0.013206638492922565,0.05339632049338456
eye ointment,anaesthesia drugs,0,0,0,parafin oil,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0136597,0.0030823760006160003,0.0,0.0,0.0,0.016742076000616002
yanker sucker,anaesthesia drugs,0,0,0,ldpe,2022,0.018,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.018,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.0032,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0032,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.0014,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.10621107999999999,0.0087077122017402,0.0,0.0,0.05692002294754372,0.1718388151492839
grey cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0.053728435000000005,0.0031209057006237003,0.0,0.0,0.023408735552872602,0.0802580762534963
orange cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0.053728435000000005,0.0031209057006237003,0.0,0.0,0.023408735552872602,0.0802580762534963
green cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0.053728435000000005,0.0031209057006237003,0.0,0.0,0.023408735552872602,0.0802580762534963
pink cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0.053728435000000005,0.0031209057006237003,0.0,0.0,0.023408735552872602,0.0802580762534963
blue cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0.053728435000000005,0.0031209057006237003,0.0,0.0,0.023408735552872602,0.0802580762534963
chlorhexidine wipe,anaesthesia drugs,0,0,0,polyester,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,chlorhexidine 0.5%,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.02767676,0.0025044305005005006,0.0,0.0,0.01124943418817652,0.041430624688677024
torniquet,anaesthesia drugs,0,0,0,silicone,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.029067350000000002,0.0025044305005005,0.0,0.0,0.006048666111573689,0.03762044661207419
mefix for cannula,anaesthesia drugs,0,0,0,polyester,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.029218430000000004,0.0025044305005005,0.0,0.0,0.010733294254787678,0.042456154755288175
cannula tegaderm,anaesthesia drugs,0,0,0,polyurethane,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,paper,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0565899,0.00385297000077,0.0,0.0,0.011719579975020815,0.07216244997579081
iv giving set with 3 way tap,anaesthesia drugs,0,0,0,pvc,2022,0.049,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.049,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.2374701,0.020806038004158,0.0,0.0,0.07054957087427144,0.32882570887842943
aterial cannula,anaesthesia drugs,0,0,0,ldpe,2022,0.00725,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.00015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyurethane,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00745,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0.053728435000000005,0.0031209057006237003,0.0,0.0,0.023408735552872602,0.0802580762534963
arterial line tubing,anaesthesia drugs,0,0,0,pvc,2022,0.087,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.087,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.4139614,0.036217918007238004,0.0,0.0,0.12526148298084927,0.5754408009880873
saline (500ml) for art line,anaesthesia drugs,0,0,0,pvc,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.22826825,0.021191335004235,0.0,0.0,0.07198935803497086,0.3214489430392059
tegaderm for art line,anaesthesia drugs,0,0,0,polyurethane,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,paper,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0565899,0.00385297000077,0.0,0.0,0.011719579975020815,0.07216244997579081
lignocaine 1% (5ml),anaesthesia drugs,0,0,0,lignocaine,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0075,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.0025649999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.018190468499999807,0.004282576155855817,0.0,0.0,0.0,0.022473044655855624
orange needle,anaesthesia drugs,0,0,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00123,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0001,1,0,shanghai (china),0,0,0,0,0,0,0.007042395,0.0005548276801108801,0.0,0.0,0.003894003701415488,0.011491226381526368
2ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.017331913999999806,0.0016028355203202816,0.0,0.0,0.006640669343880099,0.025575418864200186
pressure bag,anaesthesia drugs,0,0,0,pvc,2022,0.09,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polyester,2022,0.013,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.09,1000,0,shanghai (china),0,0,0,0,1,0,weaving polyester,2022,0.013,1000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00048945521,3.9685591007931e-05,0.0,0.0,0.00016154631060782677,0.0006906871116157578
10ml saline line prime,anaesthesia drugs,0,0,0,ldpe,2022,0.0036,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.019684943999999805,0.0018532785703703313,0.0,0.0,0.011384004589508744,0.03292222715987888
10ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0398167324,0.0035663090327127116,0.0,0.0,0.0199220080316403,0.063305049464353
iv saline (1l),anaesthesia drugs,0,0,0,pvc,2022,0.082,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,blow moulding,2022,0.082,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.37478410000000006,0.035447324007083995,0.0,0.0,0.1180625471773522,0.5282939711844363
